"brand","model","vehicle_age","km_driven","seller_type","fuel_type","transmission_type","mileage","engine","max_power","seats","selling_price","actual_price","fixed_profit"
"Maruti","Alto","9","60000","Individual","Petrol","Manual","20.92","998","67.1","5","210000","190000","20000"
"Maruti","Alto","9","120000","Individual","Petrol","Manual","19.7","796","46.3","5","120000","100000","20000"
"Maruti","Alto","10","11266","Dealer","Petrol","Manual","20.92","998","67.1","5","235000","215000","20000"
"Maruti","Alto","10","30000","Individual","Petrol","Manual","20.92","998","67.1","5","251000","231000","20000"
"Maruti","Alto","10","35000","Individual","Petrol","Manual","20.92","998","67.1","5","220000","200000","20000"
"Maruti","Alto","10","40000","Individual","Petrol","Manual","19.7","796","46.3","5","170000","150000","20000"
"Maruti","Alto","10","50000","Individual","Petrol","Manual","20.92","998","67.1","5","250000","230000","20000"
"Maruti","Alto","10","55780","Dealer","Petrol","Manual","20.92","998","67.1","5","220000","200000","20000"
"Maruti","Alto","11","43000","Individual","Petrol","Manual","19.7","796","46.3","5","170000","150000","20000"
"Maruti","Alto","11","100000","Individual","Petrol","Manual","20.92","998","67.1","5","168000","148000","20000"
"Maruti","Alto","12","43000","Individual","Petrol","Manual","19.7","796","46.3","5","140000","120000","20000"
"Maruti","Alto","14","52235","Dealer","Petrol","Manual","19.7","796","46.3","5","110000","90000","20000"
"Maruti","Alto","16","5000","Individual","Petrol","Manual","19.7","796","46.3","5","95000","85000","10000"
"Maruti","Alto","16","40000","Individual","Petrol","Manual","19.7","796","46.3","5","121000","101000","20000"
"Maruti","Alto","16","56700","Individual","Petrol","Manual","19.7","796","46.3","5","75000","65000","10000"
"Maruti","Alto","16","70000","Individual","Petrol","Manual","19.7","796","46.3","5","85000","75000","10000"
"Maruti","Alto","16","120000","Individual","Petrol","Manual","19.7","796","46.3","5","90000","80000","10000"
"Maruti","Alto","16","120000","Individual","Petrol","Manual","19.7","796","46.3","5","95000","85000","10000"
"Maruti","Alto","17","80000","Individual","Petrol","Manual","19.7","796","46.3","5","80000","70000","10000"
"Maruti","Alto","18","90000","Individual","Petrol","Manual","19.7","796","46.3","5","80000","70000","10000"
"Maruti","Alto","18","120000","Individual","Petrol","Manual","19.7","796","46.3","5","65000","55000","10000"
"Maruti","Baleno","1","1500","Individual","Petrol","Manual","21.01","1197","81.8","5","624000","559000","65000"
"Maruti","Baleno","1","7124","Individual","Petrol","Manual","21.01","1197","81.8","5","643000","578000","65000"
"Maruti","Baleno","2","5000","Individual","Petrol","Automatic","21.4","1197","83.1","5","686000","621000","65000"
"Maruti","Baleno","2","11000","Dealer","Petrol","Manual","21.4","1197","83.1","5","535000","470000","65000"
"Maruti","Baleno","2","18458","Dealer","Petrol","Manual","21.01","1197","81.8","5","610000","545000","65000"
"Maruti","Baleno","3","7671","Dealer","Petrol","Manual","21.01","1197","81.8","5","650000","585000","65000"
"Maruti","Baleno","3","10000","Individual","Petrol","Automatic","21.4","1197","83.1","5","680000","615000","65000"
"Maruti","Baleno","3","10000","Individual","Petrol","Automatic","21.4","1197","83.1","5","800000","735000","65000"
"Maruti","Baleno","3","20000","Individual","Petrol","Automatic","21.4","1197","83.1","5","834000","749000","85000"
"Maruti","Baleno","3","21000","Individual","Diesel","Manual","27.39","1248","74","5","625000","560000","65000"
"Maruti","Baleno","3","25000","Individual","Diesel","Manual","27.39","1248","74","5","825000","740000","85000"
"Maruti","Baleno","3","50000","Individual","Petrol","Manual","21.4","1197","83.1","5","580000","515000","65000"
"Maruti","Baleno","4","20000","Individual","Petrol","Manual","21.4","1197","83.1","5","550000","485000","65000"
"Maruti","Baleno","4","23200","Dealer","Petrol","Manual","21.4","1197","83.1","5","610000","545000","65000"
"Maruti","Baleno","4","24000","Dealer","Petrol","Manual","21.4","1197","83.1","5","565000","500000","65000"
"Maruti","Baleno","4","25000","Dealer","Petrol","Manual","21.4","1197","83.1","5","570000","505000","65000"
"Maruti","Baleno","4","25000","Individual","Petrol","Manual","21.4","1197","83.1","5","590000","525000","65000"
"Maruti","Baleno","4","30000","Individual","Petrol","Manual","21.4","1197","83.1","5","620000","555000","65000"
"Maruti","Baleno","4","50000","Individual","Diesel","Manual","27.39","1248","74","5","560000","495000","65000"
"Maruti","Baleno","4","57000","Individual","Diesel","Manual","27.39","1248","74","5","590000","525000","65000"
"Maruti","Baleno","4","100000","Individual","Petrol","Manual","21.4","1197","83.1","5","600000","535000","65000"
"Maruti","Baleno","5","22000","Dealer","Petrol","Manual","15.4","1590","94","5","625000","560000","65000"
"Maruti","Baleno","5","33000","Dealer","Diesel","Manual","27.39","1248","74","5","510000","445000","65000"
"Maruti","Baleno","5","52000","Dealer","Petrol","Manual","21.01","1197","81.8","5","575000","510000","65000"
"Maruti","Baleno","5","52427","Dealer","Petrol","Automatic","21.4","1197","83.1","5","590000","525000","65000"
"Maruti","Baleno","6","20000","Individual","Petrol","Manual","21.4","1197","83.1","5","600000","535000","65000"
"Maruti","Baleno","6","38819","Dealer","Petrol","Manual","21.4","1197","83.1","5","510000","445000","65000"
"Maruti","Baleno","15","43000","Individual","Petrol","Manual","15.4","1590","94","5","120000","100000","20000"
"Maruti","Celerio","1","8700","Individual","Petrol","Manual","21.63","998","67.04","5","505000","440000","65000"
"Maruti","Celerio","2","10000","Individual","Petrol","Manual","23.1","998","67.04","5","480000","435000","45000"
"Maruti","Celerio","2","30000","Individual","Petrol","Manual","23.1","998","67.04","5","400000","355000","45000"
"Maruti","Celerio","3","5000","Individual","Petrol","Automatic","23.1","998","67.04","5","475000","430000","45000"
"Maruti","Celerio","3","18000","Individual","Petrol","Manual","21.63","998","67","5","460000","415000","45000"
"Maruti","Celerio","3","24000","Dealer","Petrol","Manual","21.63","998","67.04","5","495000","450000","45000"
"Maruti","Celerio","3","28000","Dealer","CNG","Manual","31.79","998","58.33","5","455000","410000","45000"
"Maruti","Celerio","3","100000","Individual","Petrol","Automatic","23.1","998","67.04","5","450000","405000","45000"
"Maruti","Celerio","4","10000","Individual","Petrol","Manual","23.1","998","67.04","5","450000","405000","45000"
"Maruti","Celerio","4","20000","Individual","Petrol","Manual","23.1","998","67.04","5","450000","405000","45000"
"Maruti","Celerio","5","46500","Individual","Petrol","Manual","23.1","998","67.04","5","340000","295000","45000"
"Maruti","Celerio","5","62000","Dealer","Petrol","Automatic","23.1","998","67.04","5","415000","370000","45000"
"Maruti","Celerio","6","17000","Individual","Petrol","Automatic","23.1","998","67.04","5","425000","380000","45000"
"Maruti","Celerio","7","9000","Individual","Petrol","Automatic","23.1","998","67.04","5","360000","315000","45000"
"Maruti","Celerio","7","35000","Individual","Petrol","Manual","23.1","998","67.04","5","320000","275000","45000"
"Maruti","Ciaz","2","27645","Dealer","Diesel","Manual","28.09","1248","88.5","5","951000","866000","85000"
"Maruti","Ciaz","3","35000","Individual","Petrol","Automatic","20.28","1462","103.25","5","1000000","915000","85000"
"Maruti","Ciaz","4","40000","Dealer","Petrol","Automatic","19.12","1373","91.1","5","770000","705000","65000"
"Maruti","Ciaz","4","60000","Dealer","Petrol","Automatic","19.12","1373","91.1","5","715000","650000","65000"
"Maruti","Ciaz","4","63500","Dealer","Diesel","Manual","28.09","1248","88.5","5","665000","600000","65000"
"Maruti","Ciaz","4","70000","Dealer","Diesel","Manual","26.32","1498","93.87","5","650000","585000","65000"
"Maruti","Ciaz","4","106000","Dealer","Diesel","Manual","28.09","1248","88.5","5","675000","610000","65000"
"Maruti","Ciaz","5","20500","Dealer","Petrol","Automatic","19.12","1373","91.1","5","795000","730000","65000"
"Maruti","Ciaz","5","30000","Individual","Petrol","Manual","20.73","1373","91.1","5","625000","560000","65000"
"Maruti","Ciaz","5","38000","Dealer","Diesel","Manual","28.09","1248","88.5","5","591000","526000","65000"
"Maruti","Ciaz","5","76000","Dealer","Diesel","Manual","28.09","1248","88.5","5","650000","585000","65000"
"Maruti","Ciaz","5","120000","Individual","Diesel","Manual","28.09","1248","88.5","5","700000","635000","65000"
"Maruti","Ciaz","6","37006","Dealer","Diesel","Manual","26.21","1248","88.5","5","525000","460000","65000"
"Maruti","Ciaz","6","48767","Dealer","Diesel","Manual","26.21","1248","88.5","5","681000","616000","65000"
"Maruti","Ciaz","6","49000","Dealer","Diesel","Manual","28.09","1248","88.5","5","565000","500000","65000"
"Maruti","Ciaz","6","60000","Individual","Diesel","Manual","26.21","1248","88.5","5","670000","605000","65000"
"Maruti","Ciaz","6","70000","Individual","Petrol","Manual","20.73","1373","91.1","5","530000","465000","65000"
"Maruti","Ciaz","6","75000","Dealer","Diesel","Manual","28.09","1248","88.5","5","625000","560000","65000"
"Maruti","Ciaz","7","160000","Individual","Diesel","Manual","26.21","1248","88.5","5","500000","455000","45000"
"Maruti","Dzire","1","35000","Individual","Petrol","Manual","21.21","1197","81.8","5","670000","605000","65000"
"Maruti","Dzire","2","4000","Individual","Petrol","Automatic","21.21","1197","81.8","5","731000","666000","65000"
"Maruti","Dzire","2","10000","Individual","Petrol","Manual","21.21","1197","81.8","5","640000","575000","65000"
"Maruti","Dzire","2","14000","Dealer","Diesel","Manual","19.3","1248","73.9","5","725000","660000","65000"
"Maruti","Dzire","2","15000","Individual","Petrol","Manual","21.21","1197","81.8","5","600000","535000","65000"
"Maruti","Dzire","3","10000","Individual","Diesel","Manual","28.4","1248","74.02","5","750000","685000","65000"
"Maruti","Dzire","3","15000","Individual","Petrol","Manual","22","1197","81.8","5","650000","585000","65000"
"Maruti","Dzire","3","20000","Individual","Petrol","Manual","21.21","1197","81.8","5","635000","570000","65000"
"Maruti","Dzire","3","30000","Individual","Petrol","Manual","21.21","1197","81.8","5","575000","510000","65000"
"Maruti","Dzire","3","31500","Individual","Diesel","Automatic","28.4","1248","74.02","5","740000","675000","65000"
"Maruti","Dzire","3","32000","Dealer","Diesel","Manual","19.3","1248","73.9","5","675000","610000","65000"
"Maruti","Dzire","3","40000","Individual","Diesel","Manual","28.4","1248","74.02","5","750000","685000","65000"
"Maruti","Dzire","3","43000","Dealer","Petrol","Automatic","21.21","1197","81.8","5","610000","545000","65000"
"Maruti","Dzire","3","45156","Dealer","Petrol","Automatic","21.21","1197","81.8","5","640000","575000","65000"
"Maruti","Dzire","3","80000","Individual","Diesel","Automatic","28.4","1248","74.02","5","495000","450000","45000"
"Maruti","Dzire","3","100000","Individual","Diesel","Manual","23.4","1248","74","5","531000","466000","65000"
"Maruti","Dzire","4","19843","Dealer","Petrol","Automatic","21.21","1197","81.8","5","620000","555000","65000"
"Maruti","Dzire","4","20000","Individual","Diesel","Manual","28.4","1248","74.02","5","700000","635000","65000"
"Maruti","Dzire","4","22000","Individual","Diesel","Manual","28.4","1248","74.02","5","750000","685000","65000"
"Maruti","Dzire","4","25000","Individual","Diesel","Automatic","28.4","1248","74.02","5","850000","765000","85000"
"Maruti","Dzire","4","30000","Dealer","Petrol","Automatic","21.21","1197","81.8","5","690000","625000","65000"
"Maruti","Dzire","4","30000","Individual","Petrol","Manual","21.21","1197","81.8","5","650000","585000","65000"
"Maruti","Dzire","4","46122","Dealer","Petrol","Automatic","22","1197","81.8","5","650000","585000","65000"
"Maruti","Dzire","4","50000","Individual","Diesel","Manual","28.4","1248","74.02","5","680000","615000","65000"
"Maruti","Dzire","4","70000","Individual","Diesel","Manual","26.59","1248","74","5","560000","495000","65000"
"Maruti","Dzire","4","100000","Individual","Diesel","Manual","26.59","1248","74","5","450000","405000","45000"
"Maruti","Dzire","4","120000","Individual","Petrol","Manual","19","1197","85.8","5","325000","280000","45000"
"Maruti","Dzire","5","40000","Individual","Diesel","Manual","26.59","1248","74","5","550000","485000","65000"
"Maruti","Dzire","5","40000","Individual","Petrol","Manual","20.85","1197","83.14","5","575000","510000","65000"
"Maruti","Dzire","5","47000","Dealer","Diesel","Manual","26.59","1248","74","5","545000","480000","65000"
"Maruti","Dzire","5","47000","Dealer","Petrol","Manual","22","1197","81.8","5","475000","430000","45000"
"Maruti","Dzire","5","54000","Individual","Petrol","Manual","20.85","1197","83.14","5","600000","535000","65000"
"Maruti","Dzire","5","120000","Individual","Diesel","Manual","26.59","1248","74","5","568000","503000","65000"
"Maruti","Dzire","6","26500","Individual","Petrol","Manual","20.85","1197","83.14","5","450000","405000","45000"
"Maruti","Dzire","6","40000","Individual","Diesel","Manual","26.59","1248","74","5","530000","465000","65000"
"Maruti","Dzire","6","66000","Dealer","Petrol","Manual","20.85","1197","83.14","5","400000","355000","45000"
"Maruti","Dzire","6","84003","Individual","Diesel","Manual","26.59","1248","74","5","530000","465000","65000"
"Maruti","Dzire","6","84405","Individual","Diesel","Manual","26.59","1248","74","5","530000","465000","65000"
"Maruti","Dzire","6","86000","Individual","Diesel","Manual","26.59","1248","74","5","550000","485000","65000"
"Maruti","Dzire","6","90000","Individual","Diesel","Manual","26.59","1248","74.02","5","600000","535000","65000"
"Maruti","Dzire","7","11275","Dealer","Petrol","Manual","19.1","1197","85.8","5","470000","425000","45000"
"Maruti","Dzire","7","35000","Individual","Diesel","Manual","23.4","1248","74","5","600000","535000","65000"
"Maruti","Dzire","7","36000","Dealer","Petrol","Manual","17.5","1197","85.8","5","435000","390000","45000"
"Maruti","Dzire","7","40000","Individual","Petrol","Manual","19.1","1197","85.8","5","550000","485000","65000"
"Maruti","Dzire","7","56000","Dealer","Diesel","Manual","23.4","1248","74","5","410000","365000","45000"
"Maruti","Dzire","7","60000","Individual","Diesel","Manual","23.4","1248","74","5","400000","355000","45000"
"Maruti","Dzire","7","60000","Individual","Diesel","Manual","23.4","1248","74","5","500000","455000","45000"
"Maruti","Dzire","7","61500","Dealer","Diesel","Manual","23.4","1248","74","5","390000","345000","45000"
"Maruti","Dzire","7","70000","Individual","Petrol","Manual","19.1","1197","85.8","5","384000","339000","45000"
"Maruti","Dzire","7","78916","Individual","Diesel","Manual","23.4","1248","74","5","300000","280000","20000"
"Maruti","Dzire","7","114605","Dealer","Petrol","Manual","19.1","1197","85.8","5","380000","335000","45000"
"Maruti","Dzire","7","120000","Individual","Diesel","Manual","23.4","1248","74","5","450000","405000","45000"
"Maruti","Dzire","8","45000","Dealer","Diesel","Manual","26.59","1248","74","5","390000","345000","45000"
"Maruti","Dzire","8","50205","Dealer","Diesel","Manual","23.4","1248","74","5","390000","345000","45000"
"Maruti","Dzire","8","65000","Individual","Diesel","Manual","23.4","1248","74","5","480000","435000","45000"
"Maruti","Dzire","8","70000","Individual","Diesel","Manual","23.4","1248","74","5","385000","340000","45000"
"Maruti","Dzire","8","70000","Individual","Diesel","Manual","23.4","1248","74","5","550000","485000","65000"
"Maruti","Dzire","8","90000","Individual","Diesel","Manual","23.4","1248","74","5","380000","335000","45000"
"Maruti","Dzire","8","90000","Individual","Diesel","Manual","23.4","1248","74","5","400000","355000","45000"
"Maruti","Dzire","8","110000","Individual","Petrol","Manual","19.1","1197","85.8","5","420000","375000","45000"
"Maruti","Dzire","8","113450","Individual","Diesel","Manual","23.4","1248","74","5","380000","335000","45000"
"Maruti","Dzire","8","138000","Individual","Diesel","Manual","23.4","1248","74","5","400000","355000","45000"
"Maruti","Dzire","9","46000","Dealer","Petrol","Manual","19.1","1197","85.8","5","370000","325000","45000"
"Maruti","Dzire","9","49948","Dealer","Petrol","Manual","17.5","1298","85.8","5","340000","295000","45000"
"Maruti","Dzire","9","60000","Individual","Petrol","Manual","17.5","1197","85.8","5","350000","305000","45000"
"Maruti","Dzire","9","74600","Individual","Diesel","Manual","19.3","1248","73.9","5","410000","365000","45000"
"Maruti","Dzire","9","120000","Individual","Diesel","Manual","19.3","1248","73.9","5","350000","305000","45000"
"Maruti","Dzire","11","44000","Dealer","Petrol","Manual","19.1","1197","85.8","5","250000","230000","20000"
"Maruti","Dzire","12","59000","Individual","Petrol","Manual","17.5","1298","85.8","5","275000","255000","20000"
"Maruti","Dzire","12","76963","Individual","Petrol","Manual","17.5","1298","85.8","5","230000","210000","20000"
"Maruti","Dzire","12","94000","Dealer","Diesel","Manual","19.3","1248","73.9","5","255000","235000","20000"
"Maruti","Dzire","13","120000","Individual","Diesel","Manual","19.3","1248","73.9","5","165000","145000","20000"
"Maruti","Dzire LXI","6","50000","Dealer","Petrol","Manual","23.26","1197","88.5","5","385000","340000","45000"
"Maruti","Dzire VXI","5","62150","Dealer","Petrol","Manual","23.26","1197","88.5","5","485000","440000","45000"
"Maruti","Eeco","3","22000","Individual","CNG","Manual","21.94","1196","61.7","5","480000","435000","45000"
"Maruti","Eeco","3","34500","Dealer","CNG","Manual","21.94","1196","61.7","5","360000","315000","45000"
"Maruti","Eeco","6","39900","Dealer","CNG","Manual","15.1","1196","73","5","275000","255000","20000"
"Maruti","Eeco","6","40000","Individual","Petrol","Manual","15.37","1196","73","7","215000","195000","20000"
"Maruti","Eeco","6","60000","Individual","CNG","Manual","20","1196","63","5","250000","230000","20000"
"Maruti","Eeco","8","20000","Individual","Petrol","Manual","15.37","1196","73","5","375000","330000","45000"
"Maruti","Eeco","9","20000","Individual","CNG","Manual","15.1","1196","73","5","220000","200000","20000"
"Maruti","Ertiga","2","15000","Individual","Petrol","Manual","19.34","1462","103","7","805000","720000","85000"
"Maruti","Ertiga","2","18000","Dealer","Petrol","Manual","19.01","1462","103.26","7","800000","735000","65000"
"Maruti","Ertiga","2","20000","Individual","Petrol","Manual","19.34","1462","103","7","740000","675000","65000"
"Maruti","Ertiga","2","25000","Individual","Diesel","Manual","25.47","1248","88.5","7","1100000","1015000","85000"
"Maruti","Ertiga","2","25000","Individual","Petrol","Automatic","18.69","1462","103","7","900000","815000","85000"
"Maruti","Ertiga","3","25000","Individual","Petrol","Manual","17.5","1373","91.1","7","720000","655000","65000"
"Maruti","Ertiga","3","30000","Individual","Diesel","Manual","25.47","1248","88.5","7","410000","365000","45000"
"Maruti","Ertiga","3","50000","Individual","Petrol","Manual","17.5","1373","91.1","7","700000","635000","65000"
"Maruti","Ertiga","4","41000","Dealer","Petrol","Manual","16.02","1373","93.7","7","695000","630000","65000"
"Maruti","Ertiga","4","50000","Individual","Diesel","Manual","24.52","1248","88.5","7","700000","635000","65000"
"Maruti","Ertiga","4","52000","Dealer","Diesel","Manual","24.52","1248","88.5","7","695000","630000","65000"
"Maruti","Ertiga","6","51000","Individual","Diesel","Manual","20.77","1248","88.76","7","600000","535000","65000"
"Maruti","Ertiga","7","40000","Individual","Diesel","Manual","20.77","1248","88.8","7","500000","455000","45000"
"Maruti","Ertiga","7","48242","Dealer","Diesel","Manual","20.77","1248","88.76","7","524000","459000","65000"
"Maruti","Ertiga","8","60000","Dealer","Diesel","Manual","20.77","1248","88.8","7","400000","355000","45000"
"Maruti","Ertiga","9","40000","Individual","Diesel","Manual","20.77","1248","88.8","7","650000","585000","65000"
"Maruti","Ertiga","9","65000","Dealer","Diesel","Manual","20.77","1248","88.76","7","430000","385000","45000"
"Maruti","Ignis","2","20000","Individual","Petrol","Manual","20.89","1197","81.8","5","530000","465000","65000"
"Maruti","Ignis","3","20000","Individual","Petrol","Automatic","20.89","1197","81.8","5","550000","485000","65000"
"Maruti","S-Presso","2","8400","Individual","Petrol","Manual","21.7","998","67","5","420000","375000","45000"
"Maruti","swift","1","10000","Individual","Petrol","Manual","21.21","1197","81.8","5","615000","550000","65000"
"Maruti","swift","2","8000","Dealer","Petrol","Automatic","21.21","1197","81.8","5","650000","585000","65000"
"Maruti","swift","2","8043","Dealer","Petrol","Automatic","22","1197","81.8","5","675000","610000","65000"
"Maruti","swift","2","14499","Dealer","Petrol","Manual","22","1197","81.8","5","535000","470000","65000"
"Maruti","swift","2","30000","Individual","Petrol","Manual","21.21","1197","81.8","5","592000","527000","65000"
"Maruti","swift","2","44000","Individual","Diesel","Manual","28.4","1248","74","5","800000","735000","65000"
"Maruti","swift","3","5000","Individual","Petrol","Manual","21.21","1197","81.8","5","530000","465000","65000"
"Maruti","swift","3","10000","Individual","Petrol","Automatic","21.21","1197","81.8","5","660000","595000","65000"
"Maruti","swift","3","15000","Individual","Diesel","Manual","28.4","1248","74","5","675000","610000","65000"
"Maruti","swift","3","32400","Dealer","Petrol","Manual","22","1197","81.8","5","575000","510000","65000"
"Maruti","swift","3","35000","Dealer","Petrol","Manual","22","1197","81.8","5","575000","510000","65000"
"Maruti","swift","3","40000","Individual","Petrol","Automatic","22","1197","81.8","5","630000","565000","65000"
"Maruti","swift","3","40000","Individual","Petrol","Manual","22","1197","81.8","5","550000","485000","65000"
"Maruti","swift","3","50000","Individual","Petrol","Manual","21.21","1197","81.8","5","540000","475000","65000"
"Maruti","swift","4","5743","Dealer","Petrol","Manual","20.4","1197","83.11","5","500000","455000","45000"
"Maruti","swift","4","14838","Individual","Petrol","Manual","22","1197","81.8","5","525000","460000","65000"
"Maruti","swift","4","27876","Dealer","Petrol","Manual","20.4","1197","81.8","5","491000","446000","45000"
"Maruti","swift","4","28321","Dealer","Petrol","Manual","16.6","1197","85","5","511000","446000","65000"
"Maruti","swift","4","34000","Individual","Petrol","Manual","20.4","1197","85.8","5","455000","410000","45000"
"Maruti","swift","4","45000","Dealer","Diesel","Manual","28.4","1248","74","5","560000","495000","65000"
"Maruti","swift","4","60000","Individual","Petrol","Manual","22","1197","81.8","5","445000","400000","45000"
"Maruti","swift","4","68791","Dealer","Diesel","Manual","25.2","1248","74","5","510000","445000","65000"
"Maruti","swift","4","90000","Individual","Diesel","Manual","28.4","1248","74","5","620000","555000","65000"
"Maruti","swift","5","20000","Individual","Diesel","Manual","25.2","1248","74","5","627000","562000","65000"
"Maruti","swift","5","37000","Dealer","Petrol","Manual","18.6","1197","85.8","5","495000","450000","45000"
"Maruti","swift","5","71245","Dealer","Diesel","Manual","28.4","1248","74","5","375000","330000","45000"
"Maruti","swift","6","30000","Individual","Petrol","Manual","20.4","1197","81.8","5","370000","325000","45000"
"Maruti","swift","6","34000","Individual","Petrol","Manual","20.4","1197","81.8","5","400000","355000","45000"
"Maruti","swift","6","45864","Dealer","Petrol","Manual","20.4","1197","83.11","5","450000","405000","45000"
"Maruti","swift","6","50000","Individual","Diesel","Manual","25.2","1248","74","5","500000","455000","45000"
"Maruti","swift","6","58000","Dealer","Diesel","Manual","25.2","1248","74","5","415000","370000","45000"
"Maruti","swift","6","65000","Dealer","Diesel","Manual","28.4","1248","74","5","495000","450000","45000"
"Maruti","swift","6","84000","Dealer","Diesel","Manual","28.4","1248","74","5","425000","380000","45000"
"Maruti","swift","6","90000","Individual","Diesel","Manual","25.2","1248","74","5","520000","455000","65000"
"Maruti","swift","7","28000","Dealer","Petrol","Manual","16.1","1197","85","5","435000","390000","45000"
"Maruti","swift","7","54000","Dealer","Petrol","Manual","22","1197","81.8","5","365000","320000","45000"
"Maruti","swift","7","60000","Individual","Diesel","Manual","25.2","1248","74","5","450000","405000","45000"
"Maruti","swift","7","60000","Individual","Diesel","Manual","25.2","1248","74","5","465000","420000","45000"
"Maruti","swift","7","62200","Dealer","Diesel","Manual","28.4","1248","74","5","425000","380000","45000"
"Maruti","swift","7","70000","Individual","Petrol","Manual","18.6","1197","85.8","5","450000","405000","45000"
"Maruti","swift","7","80000","Dealer","Diesel","Manual","25.2","1248","74","5","410000","365000","45000"
"Maruti","swift","7","90000","Individual","Diesel","Manual","25.2","1248","74","5","350000","305000","45000"
"Maruti","swift","8","32000","Individual","Petrol","Manual","18.6","1197","85.8","5","475000","430000","45000"
"Maruti","swift","8","34553","Dealer","Petrol","Manual","22","1197","81.8","5","375000","330000","45000"
"Maruti","swift","8","57300","Dealer","Diesel","Manual","28.4","1248","74","5","340000","295000","45000"
"Maruti","swift","8","70000","Individual","Petrol","Manual","18.6","1197","85.8","5","350000","305000","45000"
"Maruti","swift","8","73695","Dealer","Petrol","Manual","18.6","1197","85.8","5","345000","300000","45000"
"Maruti","swift","9","41000","Dealer","Petrol","Manual","18.6","1197","85.8","5","300000","280000","20000"
"Maruti","swift","9","48000","Individual","Diesel","Manual","22.9","1248","74","5","400000","355000","45000"
"Maruti","swift","9","60000","Individual","Diesel","Manual","22.9","1248","74","5","400000","355000","45000"
"Maruti","swift","9","68000","Individual","Diesel","Manual","22.9","1248","74","5","381000","336000","45000"
"Maruti","swift","9","120000","Individual","Diesel","Manual","22.9","1248","74","5","500000","455000","45000"
"Maruti","swift","10","150000","Individual","Diesel","Manual","17.8","1248","75","5","200000","180000","20000"
"Maruti","swift","10","160000","Individual","Diesel","Manual","17.8","1248","75","5","225000","205000","20000"
"Maruti","swift","11","160000","Individual","Diesel","Manual","17.8","1248","75","5","250000","230000","20000"
"Maruti","swift","13","70000","Individual","Diesel","Manual","17.8","1248","75","5","170000","150000","20000"
"Maruti","swift","13","75900","Individual","Petrol","Manual","16.1","1298","88.2","5","240000","220000","20000"
"Maruti","Viata","1","1000","Dealer","Petrol","Manual","17.03","1462","103.26","5","800000","735000","65000"
"Maruti","Viata","2","7980","Dealer","Diesel","Manual","24.3","1248","88.5","5","850000","765000","85000"
"Maruti","Viata","3","15000","Individual","Diesel","Manual","24.3","1248","88.5","5","750000","685000","65000"
"Maruti","Viata","3","24525","Dealer","Diesel","Manual","24.3","1248","88.5","5","795000","730000","65000"
"Maruti","Viata","3","26000","Dealer","Diesel","Manual","24.3","1248","88.5","5","725000","660000","65000"
"Maruti","Viata","3","34000","Dealer","Diesel","Automatic","24.3","1248","88.5","5","875000","790000","85000"
"Maruti","Viata","3","39000","Dealer","Diesel","Manual","24.3","1248","88.5","5","775000","710000","65000"
"Maruti","Viata","3","40000","Individual","Diesel","Manual","24.3","1248","88.5","5","810000","725000","85000"
"Maruti","Viata","3","40000","Individual","Diesel","Manual","24.3","1248","88.5","5","900000","815000","85000"
"Maruti","Viata","3","90000","Individual","Diesel","Manual","24.3","1248","88.5","5","730000","665000","65000"
"Maruti","Viata","4","32000","Individual","Diesel","Manual","24.3","1248","88.5","5","925000","840000","85000"
"Maruti","Viata","4","35000","Individual","Diesel","Manual","24.3","1248","88.5","5","884000","799000","85000"
"Maruti","Viata","4","36000","Dealer","Diesel","Manual","24.3","1248","88.5","5","710000","645000","65000"
"Maruti","Viata","4","39000","Individual","Diesel","Manual","24.3","1248","88.5","5","750000","685000","65000"
"Maruti","Viata","4","40000","Individual","Diesel","Manual","24.3","1248","88.5","5","720000","655000","65000"
"Maruti","Viata","4","45000","Dealer","Diesel","Manual","24.3","1248","88.5","5","790000","725000","65000"
"Maruti","Viata","4","50000","Individual","Diesel","Manual","24.3","1248","88.5","5","700000","635000","65000"
"Maruti","Viata","5","50000","Individual","Diesel","Manual","24.3","1248","88.5","5","810000","725000","85000"
"Maruti","Viata","5","65000","Dealer","Diesel","Manual","24.3","1248","88.5","5","675000","610000","65000"
"Maruti","Viata","5","70000","Dealer","Diesel","Manual","24.3","1248","88.5","5","680000","615000","65000"
"Maruti","Viata","5","74962","Dealer","Diesel","Manual","24.3","1248","88.5","5","681000","616000","65000"
"Maruti","Viata","5","84000","Individual","Diesel","Manual","24.3","1248","88.5","5","525000","460000","65000"
"Maruti","Wagon R","1","10000","Individual","Petrol","Manual","20.52","1197","81.8","5","500000","455000","45000"
"Maruti","Wagon R","2","3600","Dealer","Petrol","Automatic","20.52","1197","81.8","5","575000","510000","65000"
"Maruti","Wagon R","2","6000","Dealer","Petrol","Manual","20.52","1197","81.8","5","500000","455000","45000"
"Maruti","Wagon R","2","7883","Dealer","Petrol","Automatic","21.5","1197","81.8","5","550000","485000","65000"
"Maruti","Wagon R","2","10000","Individual","Petrol","Manual","20.51","998","67.1","5","445000","400000","45000"
"Maruti","Wagon R","2","30000","Individual","Petrol","Manual","20.52","1197","81.8","5","500000","455000","45000"
"Maruti","Wagon R","2","50000","Individual","Petrol","Manual","21.79","998","67.05","5","411000","366000","45000"
"Maruti","Wagon R","3","16631","Dealer","Petrol","Manual","20.51","998","67.04","5","410000","365000","45000"
